,occupation,onet_included,onet_bls_name,AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,PCT_TOTAL,PCT_RPT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
267,"Education Administrators, Kindergarten through Secondary",1.0,"Education Administrators, Kindergarten through Secondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,274710.0,0.8,,,,,*,102650,0.3,*,*,*,*,*,61480,77450,98420,125520,153520,True,
268,"Education Administrators, Postsecondary",1.0,"Education Administrators, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,11-9033,"Education Administrators, Postsecondary",detailed,155990.0,0.3,,,,,53.49,111260,0.3,28.44,35.93,46.59,61.55,91.72,59150,74730,96910,128020,190770,,
269,Postmasters and Mail Superintendents,1.0,Postmasters and Mail Superintendents,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,11-9131,Postmasters and Mail Superintendents,detailed,12750.0,0.0,,,,,39.34,81820,0,33.16,35.59,38.58,43.08,47.41,68970,74030,80250,89610,98610,,
270,"Tax Examiners and Collectors, and Revenue Agents",1.0,"Tax Examiners and Collectors, and Revenue Agents",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,52270.0,0.8,,,,,30.38,63200,0.3,16.95,20.96,27.3,38.74,49.44,35260,43590,56780,80580,102840,,
271,Information Security Analysts,1.0,Information Security Analysts,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,15-1212,Information Security Analysts,detailed,157220.0,2.0,,,,,54.46,113270,0.6,29.58,38.18,49.33,63.14,79.77,61520,79400,102600,131340,165920,,
272,Agricultural Engineers,1.0,Agricultural Engineers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2021,Agricultural Engineers,detailed,1120.0,6.8,,,,,41.99,87350,2.3,26.83,29.68,39.73,48.02,61.07,55810,61740,82640,99880,127030,,
273,"Electronics Engineers, Except Computer",1.0,"Electronics Engineers, Except Computer",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2072,"Electronics Engineers, Except Computer",detailed,107170.0,1.4,,,,,55.53,115490,0.5,35.4,39.18,50.39,64.1,80.24,73630,81500,104820,133320,166890,,
274,Nuclear Engineers,1.0,Nuclear Engineers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,17-2161,Nuclear Engineers,detailed,12670.0,5.1,,,,,58.54,121760,2.3,36.28,45.12,57.87,65.5,81.25,75460,93840,120380,136240,169000,,
275,Animal Scientists,1.0,Animal Scientists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1011,Animal Scientists,detailed,2790.0,7.1,,,,,38.65,80390,7.2,22.56,25.21,31.29,43.08,62.24,46930,52430,65090,89610,129470,,
276,Epidemiologists,1.0,Epidemiologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-1041,Epidemiologists,detailed,8180.0,2.2,,,,,41.7,86740,1.2,24.09,29.98,37.9,48.84,62.52,50100,62350,78830,101600,130050,,
277,Market Research Analysts and Marketing Specialists,1.0,Market Research Analysts and Marketing Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1161,Market Research Analysts and Marketing Specialists,detailed,727540.0,1.0,,,,,36.58,76080,0.4,18.06,23.27,30.73,46.93,61.69,37570,48400,63920,97600,128320,,
278,Search Marketing Strategists,1.0,Market Research Analysts and Marketing Specialists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,13-1161,Market Research Analysts and Marketing Specialists,detailed,727540.0,1.0,,,,,36.58,76080,0.4,18.06,23.27,30.73,46.93,61.69,37570,48400,63920,97600,128320,,
279,School Psychologists,1.0,School Psychologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-3034,School Psychologists,detailed,57110.0,2.1,,,,,39.8,82770,0.8,23.68,29.84,37.88,48.1,60.07,49260,62070,78780,100040,124950,,
280,Sociologists,1.0,Sociologists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-3041,Sociologists,detailed,2640.0,11.9,,,,,46.28,96260,1.6,29.21,31.51,44.67,54.95,65.1,60770,65530,92910,114300,135420,,
281,Geographers,1.0,Geographers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-3092,Geographers,detailed,1440.0,4.7,,,,,41.7,86740,1.3,25.68,31.13,40.97,49.07,56.91,53410,64740,85220,102060,118380,,
282,Political Scientists,1.0,Political Scientists,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-3094,Political Scientists,detailed,5650.0,5.7,,,,,57.9,120430,1.6,29.56,39.64,58.9,74.61,82.93,61480,82450,122510,155190,172490,,
283,Agricultural Technicians,1.0,Agricultural Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-4012,Agricultural Technicians,detailed,13560.0,3.9,,,,,21.56,44850,1,13.95,15.46,19.44,24.45,29.91,29010,32160,40430,50860,62200,,
284,Precision Agriculture Technicians,1.0,Agricultural Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-4012,Agricultural Technicians,detailed,13560.0,3.9,,,,,21.56,44850,1,13.95,15.46,19.44,24.45,29.91,29010,32160,40430,50860,62200,,
285,Forest and Conservation Technicians,1.0,Forest and Conservation Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,19-4071,Forest and Conservation Technicians,detailed,30440.0,1.6,,,,,20.87,43420,0.3,14.26,15.51,18.89,24.8,29.69,29670,32260,39290,51580,61750,,
286,"Educational, Guidance, and Career Counselors and Advisors",1.0,"Educational, Guidance, and Career Counselors and Advisors",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,296370.0,0.8,,,,,30.33,63090,0.4,18.05,22.78,29.09,37.12,47.21,37550,47390,60510,77210,98190,,
287,"Judges, Magistrate Judges, and Magistrates",1.0,"Judges, Magistrate Judges, and Magistrates",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,23-1023,"Judges, Magistrate Judges, and Magistrates",detailed,27790.0,0.7,,,,,68.52,142520,0.9,22.35,39.01,71.17,82.32,#,46490,81150,148030,171230,#,,
288,"Business Teachers, Postsecondary",1.0,"Business Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1011,"Business Teachers, Postsecondary",detailed,79640.0,0.7,,,,,*,105720,0.4,*,*,*,*,*,46910,61760,94360,132070,198240,True,
289,"Computer Science Teachers, Postsecondary",1.0,"Computer Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1021,"Computer Science Teachers, Postsecondary",detailed,37600.0,0.8,,,,,*,89610,0.6,*,*,*,*,*,47280,50010,77910,105950,156650,True,
290,"Mathematical Science Teachers, Postsecondary",1.0,"Mathematical Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,44140.0,0.3,,,,,*,87980,0.4,*,*,*,*,*,45280,60310,77580,103420,155350,True,
291,"Architecture Teachers, Postsecondary",1.0,"Architecture Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1031,"Architecture Teachers, Postsecondary",detailed,5950.0,1.8,,,,,*,98600,0.4,*,*,*,*,*,48720,64490,95160,124440,157700,True,
292,"Engineering Teachers, Postsecondary",1.0,"Engineering Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1032,"Engineering Teachers, Postsecondary",detailed,35440.0,0.6,,,,,*,115590,0.4,*,*,*,*,*,60380,78130,104940,134760,182590,True,
293,"Agricultural Sciences Teachers, Postsecondary",1.0,"Agricultural Sciences Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1041,"Agricultural Sciences Teachers, Postsecondary",detailed,8570.0,1.5,,,,,*,97520,0.5,*,*,*,*,*,48720,64280,95910,123630,157210,True,
294,"Biological Science Teachers, Postsecondary",1.0,"Biological Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1042,"Biological Science Teachers, Postsecondary",detailed,47690.0,0.3,,,,,*,98710,0.3,*,*,*,*,*,48720,61750,81440,123730,169410,True,
295,"Forestry and Conservation Science Teachers, Postsecondary",1.0,"Forestry and Conservation Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1043,"Forestry and Conservation Science Teachers, Postsecondary",detailed,1180.0,1.0,,,,,*,93510,0.5,*,*,*,*,*,50280,63300,82330,105250,134760,True,
296,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1.0,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",detailed,10250.0,0.7,,,,,*,102840,0.4,*,*,*,*,*,49730,64030,98070,127670,165240,True,
297,"Chemistry Teachers, Postsecondary",1.0,"Chemistry Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1052,"Chemistry Teachers, Postsecondary",detailed,20260.0,0.4,,,,,*,94060,0.3,*,*,*,*,*,49330,62060,79410,104270,157670,True,
298,"Environmental Science Teachers, Postsecondary",1.0,"Environmental Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1053,"Environmental Science Teachers, Postsecondary",detailed,5440.0,0.7,,,,,*,92210,0.4,*,*,*,*,*,47760,62160,81980,105850,150150,True,
299,"Physics Teachers, Postsecondary",1.0,"Physics Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1054,"Physics Teachers, Postsecondary",detailed,12460.0,0.2,,,,,*,99480,0.3,*,*,*,*,*,49000,62540,93070,124660,164150,True,
300,"Anthropology and Archeology Teachers, Postsecondary",1.0,"Anthropology and Archeology Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1061,"Anthropology and Archeology Teachers, Postsecondary",detailed,5010.0,0.3,,,,,*,102110,0.3,*,*,*,*,*,50580,64490,97340,125150,163070,True,
301,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1.0,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",detailed,9040.0,0.6,,,,,*,91680,0.4,*,*,*,*,*,45650,61690,78910,103890,161290,True,
302,"Economics Teachers, Postsecondary",1.0,"Economics Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1063,"Economics Teachers, Postsecondary",detailed,11790.0,0.6,,,,,*,124090,0.4,*,*,*,*,*,58330,78400,104940,157320,#,True,
303,"Geography Teachers, Postsecondary",1.0,"Geography Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1064,"Geography Teachers, Postsecondary",detailed,3440.0,0.6,,,,,*,88150,0.4,*,*,*,*,*,48960,63600,81440,102720,131040,True,
304,"Political Science Teachers, Postsecondary",1.0,"Political Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1065,"Political Science Teachers, Postsecondary",detailed,14060.0,0.6,,,,,*,98980,0.4,*,*,*,*,*,48990,63050,81980,122690,164670,True,
305,"Psychology Teachers, Postsecondary",1.0,"Psychology Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1066,"Psychology Teachers, Postsecondary",detailed,36060.0,1.3,,,,,*,88390,0.7,*,*,*,*,*,43050,60740,77860,102040,155270,True,
306,"Sociology Teachers, Postsecondary",1.0,"Sociology Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1067,"Sociology Teachers, Postsecondary",detailed,12550.0,0.4,,,,,*,87850,0.4,*,*,*,*,*,46870,61420,77980,101010,155270,True,
307,"Health Specialties Teachers, Postsecondary",1.0,"Health Specialties Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1071,"Health Specialties Teachers, Postsecondary",detailed,191830.0,0.7,,,,,*,133310,0.4,*,*,*,*,*,48890,64630,102720,172680,#,True,
308,"Nursing Instructors and Teachers, Postsecondary",1.0,"Nursing Instructors and Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1072,"Nursing Instructors and Teachers, Postsecondary",detailed,68060.0,2.4,,,,,*,82040,0.5,*,*,*,*,*,47630,61390,77440,98680,125930,True,
309,"Education Teachers, Postsecondary",1.0,"Education Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1081,"Education Teachers, Postsecondary",detailed,58780.0,0.8,,,,,*,76990,0.4,*,*,*,*,*,31200,48780,63910,97450,127420,True,
310,"Library Science Teachers, Postsecondary",1.0,"Library Science Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1082,"Library Science Teachers, Postsecondary",detailed,4330.0,0.6,,,,,*,80850,0.3,*,*,*,*,*,48390,61350,77100,97340,124680,True,
311,"Criminal Justice and Law Enforcement Teachers, Postsecondary",1.0,"Criminal Justice and Law Enforcement Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",detailed,13790.0,1.1,,,,,*,81730,0.4,*,*,*,*,*,38850,50770,64600,99330,132340,True,
312,"Law Teachers, Postsecondary",1.0,"Law Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1112,"Law Teachers, Postsecondary",detailed,14110.0,4.6,,,,,*,130820,0.7,*,*,*,*,*,48760,73150,123470,168210,#,True,
313,"Social Work Teachers, Postsecondary",1.0,"Social Work Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1113,"Social Work Teachers, Postsecondary",detailed,12280.0,1.7,,,,,*,77650,0.3,*,*,*,*,*,36200,49990,71010,98070,125820,True,
314,"Art, Drama, and Music Teachers, Postsecondary",1.0,"Art, Drama, and Music Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,94720.0,0.7,,,,,*,86240,0.8,*,*,*,*,*,38090,49990,75940,100130,156240,True,
315,"Communications Teachers, Postsecondary",1.0,"Communications Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1122,"Communications Teachers, Postsecondary",detailed,27330.0,0.4,,,,,*,84580,0.5,*,*,*,*,*,46640,60420,77560,99330,132720,True,
316,"English Language and Literature Teachers, Postsecondary",1.0,"English Language and Literature Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,58480.0,0.4,,,,,*,82680,0.3,*,*,*,*,*,39230,51730,75930,99330,132220,True,
317,"Foreign Language and Literature Teachers, Postsecondary",1.0,"Foreign Language and Literature Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1124,"Foreign Language and Literature Teachers, Postsecondary",detailed,19640.0,0.6,,,,,*,82990,0.4,*,*,*,*,*,46560,60550,77030,99190,129130,True,
318,"History Teachers, Postsecondary",1.0,"History Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1125,"History Teachers, Postsecondary",detailed,18590.0,0.3,,,,,*,86460,0.4,*,*,*,*,*,39090,61070,78130,101180,132720,True,
319,"Philosophy and Religion Teachers, Postsecondary",1.0,"Philosophy and Religion Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1126,"Philosophy and Religion Teachers, Postsecondary",detailed,20850.0,2.3,,,,,*,88260,1.3,*,*,*,*,*,39090,60670,77610,100240,155240,True,
320,"Family and Consumer Sciences Teachers, Postsecondary",1.0,"Family and Consumer Sciences Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1192,"Family and Consumer Sciences Teachers, Postsecondary",detailed,2730.0,2.7,,,,,*,93230,0.7,*,*,*,*,*,48070,61350,79630,106040,148320,True,
321,"Recreation and Fitness Studies Teachers, Postsecondary",1.0,"Recreation and Fitness Studies Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",detailed,13860.0,0.8,,,,,*,79080,0.5,*,*,*,*,*,37630,49860,72440,99150,128230,True,
322,"Career/Technical Education Teachers, Postsecondary",1.0,"Career/Technical Education Teachers, Postsecondary",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,105440.0,1.1,,,,,30.35,63130,0.5,17.78,22.55,28.77,36.94,46.89,36970,46910,59840,76840,97540,,
323,"Preschool Teachers, Except Special Education",1.0,"Preschool Teachers, Except Special Education",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2011,"Preschool Teachers, Except Special Education",detailed,391670.0,1.3,,,,,17.53,36460,0.7,10.98,13.67,14.52,18.57,28.14,22840,28440,30210,38620,58530,,
324,"Kindergarten Teachers, Except Special Education",1.0,"Kindergarten Teachers, Except Special Education",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2012,"Kindergarten Teachers, Except Special Education",detailed,120730.0,2.2,,,,,*,64490,1,*,*,*,*,*,38390,48100,60900,76880,98440,True,
325,"Elementary School Teachers, Except Special Education",1.0,"Elementary School Teachers, Except Special Education",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2021,"Elementary School Teachers, Except Special Education",detailed,1329280.0,0.9,,,,,*,67080,0.5,*,*,*,*,*,43950,48450,61400,77920,99420,True,
326,"Middle School Teachers, Except Special and Career/Technical Education",1.0,"Middle School Teachers, Except Special and Career/Technical Education",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,592000.0,1.8,,,,,*,66880,0.9,*,*,*,*,*,45510,48540,61320,77640,99470,True,
327,"Career/Technical Education Teachers, Middle School",1.0,"Career/Technical Education Teachers, Middle School",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2023,"Career/Technical Education Teachers, Middle School",detailed,11840.0,5.4,,,,,*,69410,1.6,*,*,*,*,*,47040,52170,61820,78260,99470,True,
328,"Secondary School Teachers, Except Special and Career/Technical Education",1.0,"Secondary School Teachers, Except Special and Career/Technical Education",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,1020240.0,1.0,,,,,*,69530,0.5,*,*,*,*,*,46090,48830,61820,78780,100310,True,
329,"Career/Technical Education Teachers, Secondary School",1.0,"Career/Technical Education Teachers, Secondary School",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,84360.0,2.8,,,,,*,68960,1.2,*,*,*,*,*,47310,50130,61820,78310,99590,True,
330,"Special Education Teachers, Middle School",1.0,"Special Education Teachers, Middle School",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2057,"Special Education Teachers, Middle School",detailed,79070.0,3.3,,,,,*,68860,1.3,*,*,*,*,*,46840,49120,61820,78550,100310,True,
331,"Special Education Teachers, Secondary School",1.0,"Special Education Teachers, Secondary School",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-2058,"Special Education Teachers, Secondary School",detailed,145690.0,1.7,,,,,*,70100,0.7,*,*,*,*,*,47230,49850,62120,79030,100310,True,
332,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",1.0,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,38260.0,3.3,,,,,29.16,60650,1,17.08,22.41,28.71,36.73,46.42,35530,46620,59720,76400,96550,,
333,Instructional Coordinators,1.0,Instructional Coordinators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,25-9031,Instructional Coordinators,detailed,184740.0,1.1,,,,,33.92,70560,0.5,18.46,23.92,30.64,38.84,48.6,38390,49750,63740,80780,101090,,
334,Special Effects Artists and Animators,1.0,Special Effects Artists and Animators,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1014,Special Effects Artists and Animators,detailed,20430.0,9.9,,,,,41.45,86220,7,22.12,29.47,37.88,49.36,63.16,46000,61300,78790,102660,131370,,
335,Commercial and Industrial Designers,1.0,Commercial and Industrial Designers,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,27-1021,Commercial and Industrial Designers,detailed,27940.0,3.2,,,,,38.31,79680,3.1,21.56,27.44,37.03,47.44,61.64,44840,57070,77030,98680,128210,,
336,Chiropractors,1.0,Chiropractors,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1011,Chiropractors,detailed,35810.0,2.5,,,,,39.06,81240,1.4,17.98,24.27,36.06,47.48,61.9,37400,50470,75000,98760,128750,,
337,"Dentists, General",1.0,"Dentists, General",99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-1021,"Dentists, General",detailed,108680.0,3.3,,,,,80.37,167160,1.8,30.2,48.83,77.1,#,#,62810,101570,160370,#,#,,
338,Psychiatric Technicians,1.0,Psychiatric Technicians,99.0,U.S.,1.0,US,0.0,Cross-industry,cross-industry,1235.0,29-2053,Psychiatric Technicians,detailed,93410.0,2.4,,,,,18.27,38000,0.8,12.97,14.05,17.58,21.93,27.1,26980,29210,36570,45620,56380,,
